"error_codes/2002/0030/lang_DlgBtn","D'acord"
"error_codes/2002/0030/lang_DlgMsg","No hi ha prou espai lliure a la destinació per a desar.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Arxiveu o suprimiu dades a  (Configuració del sistema) ⇒ Gestió de dades al menú HOME."
"error_codes/2002/0031/lang_DlgBtn","D'acord"
"error_codes/2002/0031/lang_DlgMsg","No es poden crear partides desades perquè no hi ha prou espai a la memòria del sistema.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Arxiveu o suprimiu dades a  (Configuració del sistema) ⇒ Gestió de dades al menú HOME."
"error_codes/2002/0032/lang_DlgBtn","D'acord"
"error_codes/2002/0032/lang_DlgMsg","No es poden crear partides desades perquè no hi ha prou espai lliure.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Torneu-ho a provar."
"error_codes/2002/2000/lang_DlgBtn","D'acord"
"error_codes/2002/2000/lang_DlgMsg","No es pot accedir a la targeta microSD.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Apagueu la consola i torneu a inserir
la targeta microSD.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Podeu apagar la consola a les Opcions d'alimentació del menú d'alimentació (mantingueu premut el botó POWER durant tres segons)."
"error_codes/2002/2500/lang_DlgBtn","D'acord"
"error_codes/2002/2500/lang_DlgMsg","No es pot accedir al cartutx de joc.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Torneu a inserir el cartutx de joc."
"error_codes/2002/3500/lang_DlgBtn","D'acord"
"error_codes/2002/3500/lang_DlgMsg","No es pot accedir a la memòria del sistema.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Reinicieu la consola des de les Opcions d'alimentació del menú d'alimentació (mantingueu premut el botó POWER durant tres segons) i torneu-ho a provar."
"error_codes/2002/4000/lang_DlgBtn","D'acord"
"error_codes/2002/4000/lang_DlgMsg","S'han trobat dades corruptes."
"error_codes/2016/0247/lang_DlgBtn","Detalls
Tanca"
"error_codes/2016/0247/lang_DlgMsg","No es pot accedir a la targeta microSD.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Apagueu la consola i torneu a inserir
la targeta microSD.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Podeu apagar la consola a les Opcions d'alimentació del menú d'alimentació (mantingueu premut el botó POWER durant tres segons)."
"error_codes/2016/0390/lang_DlgBtn","D'acord"
"error_codes/2016/0390/lang_DlgMsg","No es pot accedir a la targeta microSD.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Comproveu que la targeta microSD estigui ben inserida. Si ho està, és possible que estigui espatllada.
Proveu d'inserir una altra targeta microSD.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Abans d'inserir o extreure la targeta microSD, apagueu la consola a les Opcions d'alimentació del menú d'alimentació (mantingueu premut el botó POWER durant tres segons)."
"error_codes/2016/0401/lang_DlgBtn","D'acord"
"error_codes/2016/0401/lang_DlgMsg","Ja s'han obtingut els punts My Nintendo d'aquest programa."
"error_codes/2016/0402/lang_DlgBtn","D'acord"
"error_codes/2016/0402/lang_DlgMsg","Encara no podeu obtenir punts My Nintendo per aquest programa."
"error_codes/2016/0403/lang_DlgBtn","D'acord"
"error_codes/2016/0403/lang_DlgMsg","No podeu obtenir punts My Nintendo per aquest programa perquè la data de caducitat ja ha passat."
"error_codes/2016/0404/lang_DlgBtn","D'acord"
"error_codes/2016/0404/lang_DlgMsg","No podeu obtenir punts My Nintendo per aquest programa."
"error_codes/2016/0407/lang_DlgBtn","D'acord"
"error_codes/2016/0407/lang_DlgMsg","Hi ha inserit un cartutx de joc diferent."
"error_codes/2016/0408/lang_DlgBtn","D'acord"
"error_codes/2016/0408/lang_DlgMsg","El cartutx de joc no està inserit."
"error_codes/2016/0415/lang_DlgBtn","D'acord"
"error_codes/2016/0415/lang_DlgMsg","No podeu obtenir punts per aquest programa al país/regió definits al vostre compte de Nintendo."
"error_codes/2016/0600/lang_DlgBtn","D'acord"
"error_codes/2016/0600/lang_DlgMsg","S'han trobat dades corruptes."
"error_codes/2016/0610/lang_DlgBtn","D'acord"
"error_codes/2016/0610/lang_DlgMsg","Les dades de la targeta microSD són corruptes."
"error_codes/2016/0640/lang_DlgBtn","D'acord"
"error_codes/2016/0640/lang_DlgMsg","No hi ha prou espai lliure a la targeta microSD.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Suprimiu les dades innecessàries de la targeta microSD fent servir un ordinador.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Abans d'inserir o extreure la targeta microSD, apagueu la consola a Opcions d'alimentació del menú d'alimentació (mantingueu premut el botó POWER durant tres segons)."
"error_codes/2016/1100/lang_DlgBtn","D'acord"
"error_codes/2016/1100/lang_DlgMsg","Cal instal·lar una actualització del sistema per a descarregar aquestes dades.
Executeu una actualització del sistema tornant al menú HOME i seleccionant  (Configuració del sistema) ⇒ Sistema."
"error_codes/2016/1140/lang_DlgBtn","D'acord"
"error_codes/2016/1140/lang_DlgMsg","No podeu jugar a aquest programa.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Visiteu el lloc web d'assistència de Nintendo per a més informació.
support.nintendo.com/switch/error"
"error_codes/2016/2010/lang_DlgBtn","D'acord"
"error_codes/2016/2010/lang_DlgMsg","No s'ha pogut executar una actualització del sistema.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Actualitzeu la consola des del menú HOME ⇒  (Configuració del sistema) ⇒ Sistema."
"error_codes/2016/2100/lang_DlgBtn","D'acord"
"error_codes/2016/2100/lang_DlgMsg","No podeu utilitzar aquest cartutx de joc en aquesta consola.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Visiteu el lloc web d'assistència de Nintendo per a més informació.
support.nintendo.com/switch/error"
"error_codes/2019/1002/lang_DlgBtn","D'acord"
"error_codes/2019/1002/lang_DlgMsg","No s'ha pogut connectar a Internet.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Torneu-ho a provar."
"error_codes/2019/9999/lang_DlgBtn","Detalls
Tanca"
"error_codes/2019/9999/lang_DlgMsg","S'ha produït un error.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Torneu-ho a provar més tard."
"error_codes/2110/1000/lang_DlgBtn","Detalls
Tanca"
"error_codes/2110/1000/lang_DlgMsg","No s'ha pogut connectar amb el dispositiu de xarxa.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
És possible que la intensitat del senyal sense fils sigui feble.
Torneu-ho a provar més tard."
"error_codes/2110/1011/lang_DlgBtn","D'acord"
"error_codes/2110/1011/lang_DlgMsg","No es pot fer servir la comunicació en línia en aquesta consola."
"error_codes/2110/1100/lang_DlgBtn","Detalls
Tanca"
"error_codes/2110/1100/lang_DlgMsg","No s'ha pogut connectar a Internet.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Reviseu la configuració.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Si feu servir una connexió a Internet per cable, assegureu-vos que l'adaptador LAN estigui ben connectat."
"error_codes/2110/1111/lang_DlgBtn","D'acord"
"error_codes/2110/1111/lang_DlgMsg","No s'ha pogut connectar a Internet perquè està activat el mode d'avió.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Podeu desactivar el mode d'avió a la configuració ràpida (mantingueu premut )."
"error_codes/2110/1115/lang_DlgBtn","D'acord"
"error_codes/2110/1115/lang_DlgMsg","La comunicació sense fils no està disponible a causa d'un error.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Reinicieu la consola des de les Opcions d'alimentació del menú d'alimentació (mantingueu premut el botó POWER durant tres segons)."
"error_codes/2110/1119/lang_DlgBtn","D'acord"
"error_codes/2110/1119/lang_DlgMsg","No s'ha pogut detectar l'adaptador LAN.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Comproveu que l'adaptador LAN estigui ben connectat."
"error_codes/2110/2000/lang_DlgBtn","D'acord"
"error_codes/2110/2000/lang_DlgMsg","No s'ha pogut connectar a Internet.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Reviseu la configuració.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Si feu servir una connexió a Internet per cable, assegureu-vos que l'adaptador LAN estigui ben connectat."
"error_codes/2110/2001/lang_DlgBtn","Detalls
Tanca"
"error_codes/2110/2001/lang_DlgMsg","No s'ha pogut connectar amb el dispositiu de xarxa.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Comproveu l'estat del dispositiu de xarxa i torneu-ho a provar."
"error_codes/2110/2002/lang_DlgBtn","Detalls
Tanca"
"error_codes/2110/2002/lang_DlgMsg","No s'ha pogut connectar amb el dispositiu de xarxa.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
La configuració de seguretat del dispositiu de xarxa no és compatible amb aquesta consola."
"error_codes/2110/2091/lang_DlgBtn","D'acord"
"error_codes/2110/2091/lang_DlgMsg","No s'ha pogut connectar a Internet mitjançant la connexió per cable.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Reviseu el següent:
・{bytes:0E|00|01|00|06|00|00|00}Que el cable LAN estigui ben connectat.{bytes:0F|00|01|00|06|00}
・{bytes:0E|00|01|00|06|00|00|00}Que el dispositiu de xarxa al qual esteu connectat estigui engegat.{bytes:0F|00|01|00|06|00}"
"error_codes/2110/2101/lang_DlgBtn","Detalls
Tanca"
"error_codes/2110/2101/lang_DlgMsg","No s'ha pogut connectar al dispositiu de xarxa. {bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Pot ser que la intensitat del senyal sigui feble. 
Torneu-ho a provar."
"error_codes/2110/2200/lang_DlgBtn","Detalls
Tanca"
"error_codes/2110/2200/lang_DlgMsg","No s'ha pogut connectar al dispositiu de xarxa.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Pot ser que la intensitat del senyal sense fils sigui feble, o que la contrasenya sigui incorrecta.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Si ho torneu a provar i no us podeu connectar, reviseu la configuració."
"error_codes/2110/2900/lang_DlgBtn","D'acord"
"error_codes/2110/2900/lang_DlgMsg","No s'ha pogut configurar l'adreça IP.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Torneu-ho a provar més tard.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Si el problema continua, assegureu-vos que esteu connectat al dispositiu de xarxa correcte."
"error_codes/2110/2961/lang_DlgBtn","Detalls
Tanca"
"error_codes/2110/2961/lang_DlgMsg","No s'ha pogut configurar l'adreça IP.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Torneu-ho a provar més tard."
"error_codes/2110/2963/lang_DlgBtn","Detalls
Tanca"
"error_codes/2110/2963/lang_DlgMsg","No s'ha pogut obtenir l'adreça IP.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Torneu-ho a provar més tard."
"error_codes/2110/2964/lang_DlgBtn","Detalls
Tanca"
"error_codes/2110/2964/lang_DlgMsg","No s'ha pogut obtenir l'adreça IP.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Torneu-ho a provar més tard."
"error_codes/2110/2979/lang_DlgBtn","Detalls
Tanca"
"error_codes/2110/2979/lang_DlgMsg","Un altre dispositiu d'aquesta xarxa té la mateixa
adreça IP que aquesta consola.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Torneu-ho a provar més tard."
"error_codes/2110/3000/lang_DlgBtn","Detalls
Tanca"
"error_codes/2110/3000/lang_DlgMsg","No s'ha pogut connectar a Internet.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
No s'ha rebut cap resposta del servidor.
Torneu-ho a provar més tard."
"error_codes/2110/3126/lang_DlgBtn","D'acord"
"error_codes/2110/3126/lang_DlgMsg","No s'ha pogut connectar a Internet.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
No s'ha pogut connectar al servidor intermediari.
Reviseu la configuració del servidor intermediari."
"error_codes/2110/3127/lang_DlgBtn","Detalls
Tanca"
"error_codes/2110/3127/lang_DlgMsg","No s'ha pogut connectar a Internet.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
No s'ha pogut executar la resolució de noms del DNS.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Torneu-ho a provar més tard."
"error_codes/2110/3128/lang_DlgBtn","Detalls
Tanca"
